folioviv,foliohog,numren,ambito,sinco,factor_w,_insegalim_modsev_proxy,_insegalim_severa_proxy
3100309507,1,01,urbano,7999,377,0,0
3100309813,1,01,urbano,7343,377,0,0
3100313601,1,01,urbano,2161,333,0,0
3160314403,1,01,rural,7332,78,0,0
3160314610,1,01,rural,8155,78,0,0
3160314813,1,01,rural,7332,78,0,0
3160316613,1,01,rural,7332,88,1,0
3160318023,1,01,rural,7343,74,0,0
3160318302,1,01,rural,7343,74,0,0
3160318511,1,01,rural,7332,74,0,0
3160318713,1,01,rural,7332,74,1,0
3160319411,1,01,rural,7301,77,0,0
3160322817,1,01,rural,7332,69,0,0
3160323020,1,01,rural,1422,88,0,0
3160323023,1,01,rural,1722,88,0,0
3160327305,1,01,rural,4312,70,0,0
3160327922,1,01,rural,7343,70,0,0
3160329507,1,01,rural,7343,70,0,0
3160329508,1,01,rural,7343,70,0,0
3160332718,1,01,rural,7332,89,1,0
3160334508,2,01,rural,7321,89,0,0
3160334510,1,01,rural,4312,89,0,0
3160336410,1,01,rural,8155,80,0,0
3160337607,1,01,rural,7332,84,0,0
3160338715,1,01,rural,8155,78,0,0
3160343202,1,01,rural,2655,86,0,0
3160346205,1,01,rural,2544,79,0,0
3160346617,1,01,rural,7332,79,0,0
3160346922,1,01,rural,7332,79,0,0
3160347816,1,01,rural,7332,83,0,0
3160347818,1,01,rural,7332,83,0,0
3160348201,1,01,rural,7343,58,0,0
3160348716,1,01,rural,7343,58,0,0
3160350305,1,01,rural,7332,74,1,0
3160350611,1,01,rural,7332,74,0,0
3160352714,1,01,rural,7332,73,1,0
3160356410,1,01,rural,7332,75,0,0
3160357304,1,01,rural,7321,58,0,0
3160357306,1,01,rural,7332,58,0,0
3160358615,1,01,rural,7332,77,0,0
3160358923,1,01,rural,7332,77,0,0
3160361019,1,01,rural,7332,75,0,0
3160362206,1,01,rural,7332,70,0,0
3160362714,1,01,rural,7332,70,0,0
3160364511,1,01,rural,7223,71,1,1
3160365203,1,01,rural,7332,74,0,0
3160365823,1,01,rural,2655,74,0,0
3160366023,1,01,rural,7332,84,0,0
3160366303,1,01,rural,7332,84,0,0
3200367407,1,01,urbano,4312,175,0,0
3200370206,1,01,urbano,5212,225,0,0
3200370508,1,01,urbano,2542,225,0,0
3200371306,1,01,urbano,2655,164,0,0
3200379306,1,01,urbano,2271,214,0,0
3200382503,1,01,urbano,2636,185,0,0
3200386406,1,01,urbano,7353,196,0,0
3200390503,1,01,urbano,9713,187,0,0
3200399718,1,01,urbano,2171,192,0,0
3200400404,1,01,urbano,2172,157,0,0
3200401303,1,01,urbano,2172,165,0,0
3200405703,1,01,urbano,2172,228,0,0
3200406501,1,01,urbano,7999,206,0,0
3200410201,1,01,urbano,5212,190,1,1
3200412402,1,01,urbano,2162,183,0,0
3200435305,1,01,urbano,2161,186,0,0
3200438402,1,01,urbano,2271,275,0,0
3200445903,1,01,urbano,2271,173,0,0
3200451604,1,01,urbano,2174,185,0,0
3200454003,1,01,urbano,2173,167,0,0
3200462606,1,01,urbano,2172,229,0,0
3200478509,1,01,urbano,2172,226,1,1
3200481715,1,01,urbano,2152,189,0,0
3200481919,1,01,urbano,2712,189,0,0
3200484021,1,01,urbano,5212,174,0,0
3200484022,1,01,urbano,2172,174,0,0
3200485608,1,01,urbano,2173,217,1,1
3200492816,1,01,urbano,7321,199,0,0
3200496301,1,01,urbano,2552,214,0,0
3200497817,1,01,urbano,9713,183,0,0
3200505922,1,01,urbano,5212,181,0,0
3200506716,1,01,urbano,9713,208,0,0
3200515406,1,01,urbano,2162,199,0,0
3200519201,1,01,urbano,2271,219,0,0
3200529905,1,01,urbano,2712,189,0,0
3200530703,1,01,urbano,2271,225,0,0
3200534606,1,01,urbano,9713,215,0,0
3200537504,1,01,urbano,2655,230,1,0
3200539304,1,01,urbano,2271,186,0,0
3200546204,1,01,urbano,2131,257,0,0
3200546205,1,01,urbano,2543,257,0,0
3260553617,1,01,rural,2172,176,0,0
3260556021,1,01,rural,7332,176,0,0
3260565304,1,01,rural,2172,177,0,0
3260565304,2,01,rural,2172,177,0,0
3260565305,1,01,rural,2172,177,0,0
3260572022,1,01,rural,2172,186,0,0
3260576608,1,01,rural,2172,164,0,0
3260580408,1,01,rural,2552,137,0,0
3260582920,1,01,rural,2172,152,0,0
3260582921,1,01,rural,2172,152,0,0
